,identifiant_unique,adresse,adresse_complement,code_postal,ville,st_x,st_y
8804,arnal_margot_145331_reparation,3 RUE DRAPERIE ST FIRMIN,,34000,MONTPELLIER,3.87609,43.610205
8805,mr_vaubourg_gerard_161030_reparation_0546962809,LES ROBELINES,DOMAINES,17800,BOUGNEAU,-0.494044,45.606502
8806,maud_le_118904_reparation_0610238810,33 RUE PRINCIPALE,,14610,ANISY,-0.396279,49.24911
8807,barre_jeanfrancois_185566_reparation_0634712927,13 RUE DU DOCTEUR COQUAND,,74100,ANNEMASSE,6.232892,46.196036
8808,debbar_mourad_144272_reparation,831 RUE FRANCOIS RANCHIN,,34790,GRABELS,3.8271272,43.648632
8809,m_turicki_bruno_55200_reparation,40 RUE LOUIS DUMEZ,,59640,DUNKERQUE,2.3479796,51.0206445
8810,neyo_services_211611_reparation_0662023008,26 T RUE NICOLAI,CHEZ SARL A ACAIRE,75012,PARIS 12,2.394867,48.836307
8811,claude_medard_boutique_220132_reparation_0139503009,12 RUE GEORGES CLEMENCEAU,,78000,VERSAILLES,2.132429,48.804361
8812,interconnect_218178_reparation,62 RUE GUTENBERG,,75015,PARIS 15,2.279166,48.841999
8813,puissance_pc_67672_reparation,4 RUE DU GENERAL DE GAULLE,LES ESSARTS,85140,ESSARTS EN BOCAGE,-1.2267569,46.773959
8814,mathieu_gassert_187085_reparation_0980795216,41 RUE DU CHEMIN NEUF,,67280,NIEDERHASLACH,7.350174,48.535392
8815,golf_clubmakers_migal_163585_reparation,CHEMIN ENE MAITEA,RESIDENCE LARRUN BURUA,64210,BIDART,-1.5644591,43.4481397
8816,carina_vega_172143_reparation,79 AVENUE DE L'ABBAYE,MAISON JAUREGUY,64990,LAHONCE,-1.3913517,43.4823997
8817,etablissements_seurre_et_fils_197896_reparation_0384355095,3 ROUTE D'ORGELET,,39270,MOUTONNE,5.562338,46.526052
8818,beal_martine_431_reparation_0475290073,17  AVENUE DE JAGORNAC,,07160,LE CHEYLARD,4.4213433,44.9074849
8819,bretton_nicolas_32993_reparation_0660572231,7   RUELLE GUY DE LA MURE,,42155,SAINT JEAN SAINT MAURICE SUR LOIRE,4.0117553,45.9648323
8820,dr_informatique_122423_reparation_0652260241,6 RUE MENDES FRANCE,APP 6 ENT 01 IMM ISERE,76190,YVETOT,5.929348,44.995775
8821,projets_fournitures_et_solutions_informatiques_54803_reparation_0620311558,55 ROUTE NATIONALE 2,,59330,BEAUFORT,3.9503744,50.2321139
8822,louvet_pauline_198732_reparation_0663090797,33 QUAI VEIL PICARD,,25000,BESANCON,6.01873,47.239
8823,2ise_drupal_m1789_0669559363,49 rue du Jonquoy le Bas,,60400,CUTS,,
8824,huygebaert_marie_111133_reparation_0620820452,48 RUE DU GENERAL GUERIN,,85000,LA ROCHE SUR YON,-1.4086392,46.6605177
8825,meto_186009_reparation_0783706889,14 RUE DU CARMEL,,67240,BISCHWILLER,7.844599,48.773015
8826,replic_121166_reparation_0235300075,18 RUE LEON GAMBETTA,,76290,MONTIVILLIERS,0.192417,49.54394
8827,adn_systemes_214175_reparation,27 BD SOULT,,75012,PARIS 12,2.407839,48.837401
8828,ma_pierre_fine_223571_reparation_0662844957,12 ALLEE DES FAUVETTES,,38760,VARCES ALLIERES ET RISSET,5.676415,45.095281
8829,ina_service_183570_reparation,17 RUE DU MARCHÉ,,13015,MARSEILLE 15E ARRONDISSEMENT,5.368839,43.318497
8830,entreprise_savoca_tony_105864_reparation_0667959774,8A RESIDENCE DU PARC,,57510,PUTTELANGE AUX LACS,6.929866,49.05323
8831,dupuy_jimmy_175816_reparation_0557493399,26 CHAMP DE BATAILLE,,33230,COUTRAS,-0.129361,45.04067
8832,estelle_de_fil_en_aiguille_200309_reparation_0614996765,13 RUE THUROT,,21700,NUITS SAINT GEORGES,4.949734,47.135746
8833,sarl_vendee_moteurs_pompes_67273_reparation_0251669380,LES LANDES CORNIERS,ZA DES CINQ MOULINS,85500,BEAUREPAIRE,-0.7532809,43.9412045
8834,so_croch_199444_reparation_0661874284,6 RUE DE LA FULLE,BATIMENT LES EGLANTIERS,39400,MORBIER,6.012792,46.538356
8835,thomas_christine_191733_reparation,1 LOTISSEMENT DES ANEMONES,,64160,ST JAMMES,-0.244618,43.352665
8836,57com_105688_reparation_0623753007,18 RUE FRANCOIS,,57800,FREYMING MERLEBACH,6.8017826,49.1534088
8837,007_informatique_144103_reparation,23 AVENUE GUYNEMER,,66000,PERPIGNAN,2.9043527,42.6949013
8838,la_minerale_180028_reparation,50 CHEMIN DES GERVAIS,,13090,AIX-EN-PROVENCE,5.40299,43.564925
8839,tattou_iphone_202144_reparation_0660315427,350 CHEMIN DE ROBERT,66 LES JARDINS DE PIRA,04100,MANOSQUE,5.789752,43.817941
8840,l_arche_de_bebe_46036_sinoe_0559328249,17 Rue des Marnieres,,64140,BILLÈRE,-0.390888421155,43.306361116805
8841,bernard_estelle_137278_reparation,48 Bis RUE DE LAZENAY,,18000,BOURGES,2.398728,47.0684482
8842,watch_gold_17728_reparation_0493888183,1 AVE MALAUSSENA,,06000,NICE,7.2641815,43.7063468
8843,manquat_nina_217084_reparation_0672060676,7 RUE REAUMUR,,75003,PARIS 03,2.358865,48.864756
8844,thierry_michel_222800_reparation,90 CHEMIN DU PLEIN CIEL,,38270,BEAUREPAIRE,5.050587,45.340159
8845,bip_bip_informatique_207226_reparation_0769470582,"40, rue Jules Ferry",,29200,BREST,0.0,0.0
8846,thierry_gicoul_155799_reparation,4 RUE DU STADE,,35890,LAILLE,-1.715231,47.980345
8847,cuisery_meca_verte_196937_reparation_0385401582,ROUTE DE PONT DE VAUX,,71290,CUISERY,4.9917,46.553055
8848,la_felily_couturiere_214374_reparation_0652568468,88 RUE DU PETIT PARC,BAT B,78120,RAMBOUILLET,1.839765,48.641935
8849,les_belles_toulousaines_151579_reparation_0562757165,64 RUE RAYMOND IV,,31000,TOULOUSE,1.450968,43.611907
8850,izabouille_206266_reparation_0973603640,42 IMPASSE PAUL BERT,,76480,YAINVILLE,0.830144,49.456566
8851,mountain_info_222946_reparation_0633970704,87 RUE DES TERRES BLANCHES,,73500,MODANE,6.6705,45.199575
8852,comite_damis_emmaus_pont_audemer_58365_sinoe,5 A Rue des Tanneurs,,27500,PONT-AUDEMER,0.532701861798,49.34789857085
8853,creations_luxe_199919_reparation,11 RUE DU BIEF,,25500,MORTEAU,6.614588,47.058999
8854,elessart_122953_reparation_0767830723,LIEU DIT FLASSIEUX,,69440,CHABANIERE,4.592469,45.578548
8855,douillard_noemie_149504_reparation_0664792673,59 CHE DE LAPUJADE,,31200,TOULOUSE,1.4531167,43.6209231
8856,tanko_designs_58882_reparation_0671027791,385  CHEMIN DU CRET,,74110,MORZINE,6.7303188,46.1590593
8857,jardiflo_156618_reparation_0650295590,LE ROTOIR,,35520,MELESSE,-1.715281,48.184712
8858,artisan_ebeniste_thomas_cinquin_51203_reparation,65  IMPASSE DES SOURCES,JARDIN DES ARTISANS,26400,EURRE,4.989869,44.758557
8859,boix_etienne_jean_fernand_151980_reparation,AVENUE DE FERRIERES,,09000,FOIX,1.615061,42.952794
8860,dyon_philippe_6423_reparation_0624285708,MOULIN CIDEX 915,,73210,PEISEY NANCROIX,6.75588,45.545998
8861,central_moto_evolution_162301_reparation_0553533364,15 CRS FENELON,,24000,PERIGUEUX,0.7203087,45.1823209
8862,htnh_215732_reparation,3 RUE DU COMMANDANT PILOT,,92200,NEUILLY SUR SEINE,2.277271,48.880557
8863,m_savci_tahsin_202017_reparation,1 PLACE DE LONDRES,,54500,VANDOEUVRE LES NANCY,6.181996,48.65971
8864,imbert_frederic_134924_reparation_0236708912,2 IMPASSE PONCELET,APP 105,37300,JOUE LES TOURS,0.661497,47.344616
8865,ctm_bire_et_fils_187595_reparation_0472055505,ROUTE DE PUSIGNAN,ZONE D ACTIVITE DE LA PETITE GARE,69330,JONS,5.08039,45.808196
8866,cogitek_210902_reparation_0164063107,5 RUE BLAISE PASCAL,ZAEC,77720,MORMANT,2.884384,48.614306
8867,roualdes_lionel_142166_reparation,29 RUE CAYRADE,,12300,DECAZEVILLE,2.255414,44.557366
8868,alexandre_courbe_205867_reparation_0664054817,12 RUE DES IRIS,,27440,HOUVILLE EN VEXIN,1.35783,49.295849
8869,aubert_jean_david_135194_reparation_0237252060,24 RUE DE VOVES,FRAINVILLE,28360,PRUNAY LE GILLON,1.631206,48.352562
8870,bebe_scratch_208229_reparation_0648793854,5 RUE DES NOISETIERS,LES RICHARDS,63780,ST GEORGES DE MONS,2.864855,45.925967
8871,aime_a_coudre_120324_reparation_0676829866,6 RUE DES LYS,,63200,RIOM,3.108217,45.886313
8872,ac_location___ac_equipements__et_ac_ms_199679_reparation_0385414926,ZAC CHAMP CHASSY,,71380,CHATENOY EN BRESSE,4.908516,46.786891
8873,coco_sports_146385_reparation_0561941075,6 PL MENGUE,,31110,BAGNERES DE LUCHON,0.5912,42.790691
8874,chouski_165863_reparation_0553288546,LES BARRIS,,24120,LA CASSAGNE,1.2772088,45.0677323
8875,efimov_roman_117689_reparation_0617161344,LE PENAUD,,85000,LA ROCHE SUR YON,-1.332378,46.656813
8876,style_life_in_mobil_home_164854_reparation_0676395642,2 RUE DE LA PAREE,,17670,LA COUARDE SUR MER,-1.4249001,46.1975138
8878,beb_groupes_electrogenes_153991_reparation,37 RUE HELENE BOUCHER,,22190,PLERIN,-2.778689,48.545408
8879,metamorphose_et_creation_93453_reparation_0608173383,9  IMPASSE LOUIS RENAULT,,69740,GENAS,4.9977867,45.7287456
8880,le_norcy_jean_marc_153189_reparation_0661981384,ZA DE KERMARQUER,,56470,LA TRINITE-SUR-MER,-3.037514,47.596988
8881,fo_tech_182622_reparation,99 RUE JEAN DAUSSET,BAT A PORTE 107 - MONTFAVET,84140,MONTFAVET,4.892186,43.915932
8882,leleu_laurent_194160_reparation_0328435593,12 QUARTIER CESSAIRE DURIEUX,,59990,PRESEAU,3.577039,50.308963
8883,dphi_services_197205_reparation,7 RUE LOUISE DE VILMORIN,,58640,VARENNES VAUZELLES,3.159469,47.02221
8884,mme_cannistraro_stephanie_177982_reparation_0659789015,51 CHEMIN DE VALTENDRE,,13600,LA CIOTAT,5.626227,43.204354
8885,m_bourney_nicolas_76871_reparation_0666528049,22 RUE D'ALSACE,,02100,ST QUENTIN,3.2899997,49.8504722
8886,sarl_ramet_motoculture_204043_reparation,1 RUE HELENE BOUCHER,,44115,HAUTE GOULAINE,-1.444353,47.18517
8887,sarl_space_cycles_71_196760_reparation,43 C AVENUE CONDORCET,,71880,CHATENOY LE ROYAL,4.811173,46.796846
8888,m_valette_frederic_98280_reparation_0329945032,9 RUE DU LIEUTENANT BASTIAN,,88300,BAZOILLES SUR MEUSE,5.658023,48.303854
8889,romain_gartiser_106264_reparation,29 RUE DE LORRAINE,,57565,BROUDERDORFF,7.0981815,48.696604
8890,asso_repi_178219_reparation_0647869715,74 RUE PARADIS,,13006,MARSEILLE--6E--ARRONDISSEMENT,5.377673,43.291106
8891,docteur_pc_ancele_168266_reparation_0629331581,39 COURS GEORGES BOUVARD,,17100,SAINTES,-0.6509591,45.7413387
8892,jobard_creations_223019_reparation_0626924928,25 AVENUE VICTOR HUGO,,73200,ALBERTVILLE,6.384699,45.673167
8893,jservice_145315_reparation,POLE COMMERCIAL COMTAL NORD,,12740,SEBAZAC CONCOURES,2.602718,44.397512
8894,sylvie_page_154836_reparation,13 CITE DE KERGUELEN,,29000,QUIMPER,-4.098591,47.995703
8895,microcosmos_120242_reparation_0673191316,78 ALLEE PRIMAVERA,CENTRE UBIDOCA 8391,74370,ANNECY,6.114507,45.951886
8896,dugue_emilie_148486_reparation_0640297487,L'AVOCAT,,31450,BELBEZE-DE-LAURAGAIS,1.555409,43.44131
8897,gachet_helga_136994_reparation_0254275646,3 RUE PIERRE GAULTIER,,36000,CHATEAUROUX,1.702503,46.809586
8898,zapinformatique_201845_reparation,137 ROUTE DES MARAIS,ZAE LA TUILERIE,74410,SAINT-JORIOZ,6.180089,45.831473
8899,foucault_isabelle_139341_reparation,8 DOMAINE DE LA TUILERIE,,45240,MARCILLY EN VILLETTE,2.0611,47.767652
8900,alphonse_berangere_147287_reparation_0651164247,56 CHE TUCAUT,,31100,TOULOUSE,1.383477,43.548792
8901,de_paille_et_d_osier_187631_reparation_0751510385,694 ROUTE DU VIVIER,,26240,BEAUSEMBLANT,4.82984,45.211636
8902,arson_olivier_221185_reparation,ESPACE BERTHOLO,,97290,LE MARIN,-60.866634,14.480361
8903,jean_yves_peran_154776_reparation,8 STREAT BALAN,,29810,PLOUARZEL,-4.7346607,48.434046
8904,vialatte_marie_laure_3798_reparation_0679502696,1324  BOULEVARD DU VIVARAIS,,07000,PRIVAS,4.6108381,44.7189111
8905,allary_bijoutiers_140397_reparation_0467981714,9 CRS JEAN JAURES,,34120,PEZENAS,3.42244,43.459824
8906,thierry_marin_154831_reparation_0681545135,13 SQ RENE COTY,,35000,RENNES,-1.707102,48.107602
8907,thomas_informatique_15960_reparation_0625205608,15 RUE DU 19 MARS 1962,,04000,DIGNE LES BAINS,6.2136156,44.0832011
8908,mon_petit_crabe_193605_reparation_0680672971,10 B RUE DES VOIRIES,,60730,ULLY ST GEORGES,2.276769,49.275997
8909,arnal_mobile_179746_reparation,1 RUE ARNAL,,13003,MARSEILLE--3E--ARRONDISSEMENT,5.383617,43.315681
8910,mme_lopez_trinidad_celine_146448_reparation_0603881954,72 RUE DE LA RIVIERE,,30160,GAGNIERES,4.128671,44.304005
8911,orpile_149487_reparation,1 RUE VICTOR HUGO,,65300,LANNEMEZAN,0.384749,43.12605
8912,descazeaux_motoculture_169968_reparation,5000 LA LANDE,,33880,BAURECH,-0.413988,44.738349
8913,etablissements_orduna_160670_reparation_0559280750,ZONE ARTISANALE DE TREVILLE,,64130,MAULEON,-0.892721,43.213786
8914,bertiere_laure_144751_reparation,2 RUE DU PERIC,,66120,FONT-ROMEU-ODEILLO-VIA,2.0408592,42.5004597
8915,m_comte_julien_205052_reparation,15 RUE DU CHATEAU,,54118,MOYEN,6.570885,48.482163
8916,chapuis_christelle_11771_reparation_0471664389,LE BOUCHAT,,43620,ST PAL DE MONS,4.269688,45.2493709
8917,sarl_lessard_motoculture_156260_reparation_0601071202,ZA DE LESSARD,,35140,RIVES-DU-COUESNON,-1.377319,48.277908
8918,desgans_patrick_158889_reparation_0557705123,CHEMIN CEINTURE DE TALARIS (DE),LES TOURTERELLES,33680,LACANAU,-1.095042,45.005996
8919,lionel_lespert_152979_reparation,LE GRAND CLOS,,22210,LA CHEZE,-2.667836,48.122098
8920,la_travaux_171326_reparation_0950275228,241 RUE NATIONALE,RES ALIENOR APT B 25,33240,ST ANDRE DE CUBZAC,-0.4409873,44.9990753
8921,robbe_sophie_214414_reparation_0951130569,25 RUE DE LA MONTAGNE DE LA FAGE,,75015,PARIS 15,2.277209,48.838872
8922,celinfo_205427_reparation_0615758254,300 CHEMIN DE LA FEUTRIÈRE,,13780,CUGES-LES-PINS,5.709627,43.273984
8923,duverger_jeancharles_7596_reparation_0664107420,LES BESSONS,LA SCIERIE,42820,AMBIERLE,3.8907603,46.1062565
8924,bachelier_maelys_134446_reparation_0782605968,20 ROUTE DES CARRIERS - LES MERNAIS,,44170,NOZAY,-1.588294,47.580391
8925,m_roques_david_190774_reparation_0626858911,6 LE BOURG,,19160,LIGINIAC,2.301884,45.391465
8926,pendu_laurent_212584_reparation_0685224745,197 AV DE PARIS,,78820,JUZIERS,1.838163,48.989616
8927,lokris_3079_reparation,75 AVENUE CHARLES DE GAULLE,,69720,ST BONNET DE MURE,5.0200022,45.6964163
8928,maupay_laurence_204080_reparation_0642216368,3 LIEU-DIT LA PILLETIERE,,72110,NOGENT LE BERNARD,0.539908,48.220828
8929,lincrevable_120502_reparation_0983528644,3 PL DE ZURICH,,67000,STRASBOURG,7.756556,48.5794519
8930,afmaintenance_67_185953_reparation_0388025570,6 RUE DE L'EGLISE,,67440,DIMBSTHAL,7.358344,48.671948
8931,deroualle_patrick_220234_reparation_0134756405,7 RUE DE LA CITERNE,,78820,JUZIERS,1.843816,48.992944
8932,auclair_jeremy_137531_reparation_0254340161,3 RUE PRINCIPALE,,36190,ST PLANTAIRE,1.672954,46.456863
8933,mm_marcellin_michel_20271_reparation_0607378988,646 AVENUE GENERAL DE GAULLE,,84820,VISAN,4.948882,44.318351
8934,di_maiolo_julien_108701_reparation_0637711741,226 ROUTE DE MAILLANE,LOT 3,13150,TARASCON,4.6704416,43.8065528
8935,aquatias_lydie_106005_reparation,6 RUE DE ST AGNAN,OGY,57645,OGY-MONTOY-FLANVILLE,6.2861167,49.1095242
8936,gastineau_vincent_135733_reparation_0247266404,69 RUE DES BELLES LANDES,,37260,MONTS,0.666781,47.27331
8937,fourmage_aela_206437_reparation_0615358424,14 MANOIR DE BEAUVOIR,,14290,ORBEC,0.404583,49.023211
8938,le_bon_coeur_33474_reparation_0470663772,LES GAROTS,,03160,YGRANDE,2.958937,46.566615
8939,darvishi_hamid_reza_141374_reparation_0561346023,2 AV DE SAVOIE,,31500,TOULOUSE,1.474504,43.587006
8940,a_fil_dl_156592_reparation_0645969196,1 RUE DE LA NOE BLANCHE,,56580,BREHAN,-2.6919841,48.0671105
8941,bendib_hocine_215539_reparation_0160111392,2 SQ DE LA POTERNE,CHEZ MME BRENAS BOITE 73,91300,MASSY,2.270617,48.737035
8942,le_mainteneur_informatique_94722_reparation_0614683963,189 AV DE COLMAR,,67100,STRASBOURG,7.749878,48.5590181
8943,m_blanc_thomas_180316_reparation,665 ALLEE DE LA FONTAINE DU ROY,,13840,ROGNES,5.356952,43.675772
8944,habermeyer_eleonore_149736_reparation_0616282762,1 RUE LANCEFOC,,31000,TOULOUSE,1.433022,43.606401
8945,communaute_emmaus_clermontdeloise_la_friperie_a_creil_58933_sinoe,10 Ter Rue Ribot,,60100,CREIL,2.484910755779,49.255757264234
8946,recup_moto_62_53679_reparation_0321684932,RUE VOLTA,ZI,62660,BEUVRY,2.6810307,50.5118111
8947,abox_3330_reparation,412  ROUTE DE BONNEVILLE,,74130,AYSE,6.4375403,46.0825814
8948,yannick_bourgey_120625_reparation_0626247541,11 T RUE GABRIEL PERI,,69330,MEYZIEU,4.990522,45.77882
8949,cycles_des_salines_199655_reparation,39-41 RUE DE LA REPUBLIQUE,,39110,SALINS LES BAINS,5.877431,46.936499
8950,musikol_13187_reparation,178 RUE DE ROME,,13006,MARSEILLE--6E--ARRONDISSEMENT,5.3826823,43.2873196
8951,bondariv_lyubov_215402_reparation_0646486670,16 RUE LE MAROIS,,75016,PARIS 16,2.260141,48.83826
8952,la_meridienne_176897_reparation_0233262946,47 RUE JULLIEN,,61000,ALENCON,0.079821,48.431688
8953,bouvier_florian_170213_reparation_0664413942,3 IMPASSE DE FONTAINEBLEAU,CLOS DE FONTAINEBLEAU,33310,LORMONT,-0.526329,44.875008
8954,lionel_martial_152913_reparation,KERCHAPALAIN,,29430,PLOUESCAT,-4.186166,48.650933
8955,eh_design_216489_reparation_0664796455,16 RUE DE L ORME,,91540,FONTENAY LE VICOMTE,2.405948,48.546918
8956,gombault_electronic_125381_reparation_0232297563,3 RUE A. BRIAND,,27160,BRETEUIL,0.914788,48.836348
8957,atelier_brooklyn_15576_reparation_0669721881,16 RUE FERDINAND THORAME,,13126,VAUVENARGUES,5.6031009,43.5552241
8958,mda_defi_menager_1150_reparation,LES HAUTS DE MARCLAZ,,74200,THONON-LES-BAINS,6.443052,46.35266
8959,la_boutique_comptoir_du_vetement_breton_152774_reparation,18 QUAI DE LA REPUBLIQUE,,22410,SAINT-QUAY-PORTRIEUX,-2.826338,48.648296
8960,motoagri_76_122542_reparation_0603929299,135 RUE DU CALVAIRE,,76116,SERVAVILLE SALMONVILLE,1.270808,49.475986
8961,deimi_service_141745_reparation,9 CHE DE NOVITAL,,31150,LESPINASSE,1.384821,43.725096
8962,ventoux_informatique_et_telecommunicat_205160_reparation,1060 ROUTE DE FERRASSIERES,,84390,ST TRINIT,5.471083,44.112914
8963,leconte_marie_217854_reparation_0777056138,148 RUE DU FAUBOURG SAINT DENIS,ESC 1,75010,PARIS 10,2.356658,48.878169
8964,chateau_haemi_137732_reparation_0238836259,38 PLACE FRANCOIS MITTERAND,BAT C1,45400,SEMOY,1.949481,47.931661
8965,caillard_betty_71054_reparation_0616163492,3 RUE DE LA GARE,,44510,LE POULIGUEN,-2.4307306,47.2786948
8966,l_atelier_de_myr_179759_reparation_0683030107,23 RUE DE TRANS,,83300,DRAGUIGNAN,6.467088,43.538234
8967,latelier_m_120589_reparation,23 RUE DIVISION LECLERC,,57540,PETITE ROSSELLE,6.8619943,49.2106507
8968,espace_parachute_55842_reparation,AV DU GENERAL DE GAULLE,AEROPORT DE BONDUES,59910,BONDUES,3.0968905,50.7024885
8969,atelier_b_14493_reparation_0610340964,105 BOULEVARD VAUBAN,,13006,MARSEILLE--6E--ARRONDISSEMENT,5.374199,43.282523
8970,m_miler_charles_123384_reparation_0637015961,20 RUE FOND DE METZ,,54560,AUDUN LE ROMAN,5.902086,49.366356
8971,ozsoy_tulay_99705_reparation,29 RUE LUCIEN AUBERT,,44100,NANTES,-1.605545,47.208896
8972,sevret_charlot_emmanuelle_137435_reparation_0611345547,773 RUE DU VIEUX LAUGERE,,18210,CHARENTON DU CHER,2.687343,46.741433
8973,adnatelier_de_nais_185756_reparation,8 RUE DE LA DOUANE,,67420,SAULXURES,7.128706,48.396499
8974,sas_pierreyves_jouan_216918_reparation_0778251452,333 AV DE NEUVILLE,ZA LES SYCOMORES BATIMENT N 28B2,78950,GAMBAIS,1.701496,48.79477
8975,chatel_steven_125607_reparation_0641239130,198 RUE DU BAILLI,,27500,CORNEVILLE SUR RISLE,0.5833257,49.3427208
8976,mme_wirth_evelyne_97869_reparation,9 RUE DE LA LIBERATION,GIRMONT,88150,THAON LES VOSGES,6.436159,48.261893
8977,symene_zemma_223729_reparation_0781009256,7 AVENUE DES ILES,,74000,ANNECY,6.135586,45.905074
8978,m_ben_ayad_sadate_134695_reparation,536 Bis RUE DES TRAITS LA VILLE,BAT LOTI,54200,TOUL,5.8910214,48.6886672
8979,mme_evrard_marion_100632_reparation,457 RUE DE LA COMMUNE,,62132,CAFFIERS,1.8033232,50.8404131
8980,hanna_16844_reparation,2 AVE DE VERDUN,,06000,NICE,7.269606,43.69732
8981,sarl_etiqetains_190898_reparation_0553565248,RUE DU 19 MARS 1962,,24300,NONTRON,0.664511,45.537569
8982,zerotrois_180378_reparation,114 RUE MATHIEU,RESIDENCE O THELO BATIMENT B APPT B18,83200,TOULON,5.904134,43.129544
8983,maison_lacker_200679_reparation,5 Bis LE MARTINET DU HAUT,,39110,SALINS LES BAINS,5.865046,46.953053
8984,pallier_julien_152372_reparation_0783039905,LIEU-DIT PARRABEIL,,09320,BIERT,1.3022358,42.8791471
8985,m_henry_frederic_111915_reparation_0695659565,PASSAGE A NIVEAU D AIX,,54800,GONDRECOURT AIX,5.759281,49.2535839
8986,martins_patrice_150337_reparation_0650931170,187 CHE DU PLATAN,,82210,ST NICOLAS DE LA GRAVE,1.023914,44.064662
8987,m_oboeuf_sylvain_56830_reparation_0321038202,13 Bis ROUTE DE BLANGY,,62130,HUMEROEUILLE,2.2066706,50.4050775
8988,marc_dupont_196431_reparation_0634043688,7 RUE DU PONT,,71510,SAINT BERAIN SUR DHEUNE,4.600909,46.824174
8989,barbetmassin_beatrice_epse_dugardin_152250_reparation,GANELLE,,09210,LEZAT SUR LEZE,1.315908,43.290807
8990,latif_mehdi_198371_reparation_0772282439,10 RUE EMILE SCAREMBERG,,25000,BESANCON,6.04115,47.2621
8991,rg_amenagements_214337_reparation,30 B RUE DE NEUVILLE,,95610,ERAGNY-SUR-OISE,2.081573,49.016593
8992,sarl_technique_installation_boulangerie_195992_reparation,ZI,,70000,NOIDANS LES VESOUL,6.131158,47.61586
8993,geppetto_menuiserie_120122_reparation,155 ROUTE DE VOURLES,,69230,ST GENIS LAVAL,4.7884341,45.6771458
8994,caen_service_antennes_92797_reparation,RUE DU BOUT RENARD,1 LOTISSEMENT LES COURTS CHAMPS,14480,LE FRESNE CAMILLY,-0.4849993,49.2643573
8995,mme_gaspard_florence_96488_reparation_0961644888,4 RUE DE BOURGOGNE,,52500,FAYL BILLOT,5.598555,47.785314
8996,enegercia_223173_reparation_0615894088,7 AVENUE GASTON VERNIER,,26200,MONTELIMAR,4.739968,44.576193
8997,philippe_uebel_197322_reparation_0633214998,120 IMPASSE DU LAVOIR,,71580,SAVIGNY EN REVERMONT,5.420697,46.632397
8998,fortanier_magali_139451_reparation,33 RUE ADRIENNE BOLLAND,,45450,DONNERY,2.098513,47.916207
8999,anderson_james_robert_170407_reparation,1 PEY MIGNON,,33220,ST ANDRE ET APPELLES,0.205451,44.817308
9000,mademoiselle_d_ange_94198_reparation_0624172124,11 ALL DE LA ROBERTSAU,,67000,STRASBOURG,7.76395,48.587273
9001,mme_alemany_marie_christine_178178_reparation_0674741943,1 MONTEE DE LA PORTE ROYALE,,04320,ENTREVAUX,6.810148,43.9497
9002,thomas_nadia_111634_reparation_0786035417,17 GRAND RUE,,15320,RUYNES EN MARGERIDE,3.223658,45.001378
